"","label_train","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55"
"17","1",0.00594542186654433,0.00981272299324611,0.0152133416581721,0.0311389794080179,0.062028878818221,0,0.0318945185306975,0.0097978517663997,0.0326017904388241,0.0169029221479311,0.00504421502161787,0.0131649973898346,0.00611123990879695,0.000545391800252251,0.0217193227524315,0.0266023788800993,0.00893631294657498,0.0363680967344956,0.0430685457079239,0.0031615688686732,0.0204379778374724,0.0158270379053688,0.0382873265324094,0.0124597600766001,0.0240887415280951,0.0121632935056731,0.0219718960798802,0.0174038401667551,0.0013963391444745,0.00864034308038403,0.00945697115613198,0.00512575419505634,0.0111211338270446,0.0109203828845152,0.0123062115512981,0.0201663303492439,0.00497459977605809,0,0.0175592435608098,0.0205232228905295,0.0501086571864412,0.00981678899543357,0.010911188707346,0.032685735384635,0.0172527630848937,0.0122963380322968,0.0181747055070002,0.0073829230922636,0.00446851989332935,0.00152777473028251,0.0181071257657738,0.0374366555406682,0.0124936358951287,0.0107629681707528
"18","1",0.0343438425115165,0.000517156862745098,0.0196211918717822,0.0409583660970365,0.0505099590834868,0.00721073840209771,0.0346968781219095,0.000237033286750569,0.0382244184391789,0.0183085251374476,0,0.0270273742133299,0.0012992145158994,0.000817937629822796,0.00974449633927658,0.0484751053408654,0.00111247804655883,0.0407778072243652,0.0114584895080411,0.0359066218549426,0.0275125760516749,0.00529898457223036,0.0541463913784963,0.00341819358951244,0.0116671891048501,0.0148779709357481,0.0113864345964913,0.0120668328727024,0.010320762989437,0.0129308006593997,0.00448196641296206,0.00634652796008411,0.00382821001408231,0.00211986854347927,0.0385246094027913,0.0161052400262675,0.00744995207503106,0.0192563225633818,0.0256444099068816,0,0.0599601935732852,0,0.00614254595676305,0.0031199434810239,0.0286962262987138,0.0173804347551019,0,0.00319177058920446,0.000545678657197186,0.00202433852033399,0.0130417876178347,0.0414252818869137,0.0169182479706591,0.00102584069091893
"19","1",0.00830249494847637,0.0216032867728782,0.0224258530237724,0.0255235890798513,0.0264374311995906,0.00517180429592734,0.00220977437927263,0.0245820060702561,0.014714084089776,0.0168169981523524,0.0268212041788231,0.00473947482870837,0.00548650875839044,0.0109974817130335,0.0145761370010586,0.0276961825011581,0.0275575238408114,0.00858481773552255,0.00585219079530641,0.0153456209933919,0.0121872227932111,0.00286324976508406,0.0367949453367799,0.00278214072489971,0.0030930524852141,0.0092066747342771,0.0119333055953712,0.00990440618195017,0.00162951161495181,0.00458214730475348,0.00678203550952586,0.00621719244909557,0.0121989385303663,0.0059034650422305,0.0144020893960788,0.00866694017375976,0,0.0197837930202239,0.0144580289043186,0.00259889439275049,0.0298386492021141,0.037362152878369,0.00987308964442624,0.01309039111583,0.0156674997274083,0.0134255707480428,0.00556085938401345,0.00407183204370544,0.00418238759974262,0.0132260935594548,0.00632594868209922,0.00653097361452492,0.0104663622634929,0.00878509362727354
"20","1",0.0286686078643102,0.0116722271732857,0.0228197638097067,0.0647903127981348,0.0368716504232641,0.0078204580548137,0.0340552058179108,0.00997653589116089,0.0464495800966519,0.0240901544070078,0.00269843009630152,0.0171620880109019,0.0104740241417115,0.0190312001164878,0.0265993931818497,0.0350407021347273,0.00324827321460404,0.0329132460278702,0.0165249388962423,0.0331811969421046,0.0124940190897694,0.000407088557237636,0.0784107837901624,0.0128147703829857,0.00790484048928347,0.0324851017453397,0.0259369337498919,0.0158642374588783,0.011483912871481,0.00284358406465961,0.0245092658647849,0.019822654705537,0.0149721083572339,0.00835974123718794,0.0107898276152942,0.0169821949795372,0.0346185123957115,0.0227228491828254,0.0170239771198673,0,0.0527001223066292,0.00632676058227349,0.0532759804582877,0.00616215800557311,0.0130377385452628,0.0125472704496612,0.0126066451697826,0.0410356770774224,0.0319147355206705,0.0312050719635934,0.0146338614612274,0.0186208469645579,0.0042430025196378,0.0261892318183639
"21","1",0.00845033089286937,0.0109745070778745,0.0272206929803974,0.0246297334872334,0.0440265500731087,0.00159868927923993,0.0330223263986663,0.0167183127283335,0.025403361370373,0.0231316143254613,0.00725679030965788,0.0167688748409401,0.0182548274526428,0.000902327883048309,0.0228482479527244,0.0213799308509313,0.00191814504451719,0.0605689553972619,0.0354169433527193,0.0310288981516911,0,0,0.0491369378781279,0.00368582204439169,0.0312312165354377,0.0237018047159674,0.00633350948792673,0.00166290729445647,0.00267893383778676,0.00469129325300545,0,0.00540740602758541,0.00498485615232634,0.0230024153940203,0.026235119420368,0.00490059425485693,0.00407481308682946,0.0318169525868489,0.01368324949124,0.00977258814261266,0.0362329116594911,0,0.00252958373086716,0.0241964685693514,0.0127466641336635,0.00260343260444865,0.0412523831347998,0,0.007702738932153,0.022328536890771,0.00184874647137329,0.0230862483659451,0.0230380251364742,0.00240535107665047
"22","1",0.00175803500878591,0.0400994422354389,0.0344536251697978,0.0170176973697306,0.049505086755498,0,0.0156391821939252,0.00490591516320492,0.0297642356441186,0.0240345789875272,0.0096899055685646,0.0106662151133052,0.00313676391226539,0.00155482750809873,0.0192886556470575,0.0329031225394799,0.00981046621209193,0.0421591614998019,0.0334670188004076,0.0236042953450103,0.0266541251959255,0.00111401226061476,0.0571065335964474,0,0.0149295336356583,0.0145844762880077,0.0100896053690608,0.000321010522430869,0.00975725884115222,0.0213572560171868,0.00873998050169925,0.00766780982264305,0.00770576964997024,0.00668215521497978,0.0243497934979454,0.0136971218994896,0.000256048189067902,0.0214649850585039,0.0291543694522119,0,0.0551341687092873,0,0.00509273522565341,0.00598886214741341,0.0324983155657704,0.0135223121172416,0.00287436610329762,0.00552439865321314,0.0120720221711922,0.00467979524227596,0.0140092313337842,0.0201076862869245,0.0100628018839521,0.00766381492097939
"23","1",0.00526058674735134,0.0301481358381359,0.0291158553333921,0.0308252483589734,0.0461687146318516,0,0.022866306458041,0.0102654848303744,0.0115053032648051,0.0538640467863294,0.00279440894499631,0.00769599763497367,0.00430987694736919,0.0108212929527061,0.0329753101669679,0.0283059435009175,0.0301585857877732,0.0240241237964282,0.00584918941510423,0.035407499118047,0,0.00207665414745873,0.0617990126151784,0.016652209239682,0.0111934493267076,0.0247218672424741,0.00638504202099703,0.00832831047960554,0.00210235623568479,0.0210250332102275,0.0131259458637208,0.0148880768561789,0.020950634684414,0.00103064856460806,0.031200431293746,0.0203435691140025,0.00227366338195698,0.0297095549180346,0.0306727553964299,0.00239915902088089,0.0691803336956273,0.00227927652372358,0.00732154398031563,0.00388328193336854,0.0279493927100798,0.0201002567289545,0.0314147199027506,0.00902549215626962,0.00464349552309897,0.0216565446023801,0.0333159568693245,0.00989506085005563,0.0166624137928348,0.00229933939860162
"25","1",0.00602673364828727,0.0183555692819926,0.0197482011992885,0.0414739728954162,0.0503249367268512,0.00241628706318418,0.0258752115451778,0.0301817824413462,0.0334384003634885,0.0236789788228098,0.0176479803209241,0.026450804700299,0.00134198308144766,0.0149450315480304,0.00992295703776565,0.0311249610978248,0.0111742750178953,0.00515561679183168,0.00746409765369034,0.0417040646346256,0,0,0.0625094638119526,0.0026888189108796,0.0121759101259671,0.0301140298684778,0.0147696989654081,0,0.0444442776865165,0.00352295874337579,0.00579866074951205,0.0449132136384252,0.00354040028191564,0.00975797009202359,0.0229893524979065,0.00669883758188925,0.00615735610567755,0.0385836946039849,0.00883925494703502,0.00108206731843281,0.0700919047471216,0.00362298225507262,0.0125057096440955,0.0248262986233676,0.0199881252481591,0.00704129837031912,0.0240130647816786,0,0.00347575019285435,0.0273855039076764,0.00194023422431515,0.00667117537816554,0.0231123205608837,0.00392159993189011
"26","1",0.0180847026718509,0.00501272325841986,0,0.0445264355191937,0.0430606607284659,0.0101631864365341,0.0236256210995279,0.0132283223530887,0.0220270062418914,0.0178556315038883,0.00327579158687069,0.00273895423846911,0.00202900868744722,0.0025163911908071,0.0216314464759938,0.0199071431750422,0.00712603961115699,0.0105494052068798,0.00288102948514723,0.00152030117154972,0.00923872391607099,0.010495988384767,0.0217543405183237,0.0220100363753733,0.0119543562085804,0.0111619329727696,0.00414977881466088,0.0218894462096959,0.0056880705807913,0.0125705257229083,0.00763175887220313,0.00345355447205175,0.0142063954596792,0.00924326320531721,0.00561568967834351,0.0176684068948087,0.00536248659251943,0.0169500888027705,0.00753402387278388,0.00125653080805612,0.0332649462086688,0.00264965048819648,0.0123498062542622,0.0059763628002794,0.00365456911107531,0.0115830619675837,0.00189901957995074,0.0128538022825079,0.0199841819445582,0.0196337350245603,0.00278578058354238,0.0212684113219889,0.00537551975786762,0.00366999562335242
"27","1",0.0049161643990965,0.00288251287107356,0,0.0398770389463606,0.0380866267156904,0,0.0280813099999354,0.00188632860890902,0,0.0476140945035454,0.00411315129697315,0.0128824004080501,0,0.000735499380630678,0.0295428720015173,0.0256305290772126,0.0105732709575797,0.0196049418375474,0.00742340760962861,0.00939124860160024,0.0037998597496417,0.00400230986777246,0.0309877789297979,0.0086181405821277,0.005953492997615,0.0104111323800875,0.0104475835758189,0.0182180345978212,0.0131219339531648,0.00478411602074024,0.00798894075113057,0.00254495079422731,0.00315023796803172,0.011695809785932,0.0318324841972056,0.0231482917579907,0.00153327190166419,0.00458372534491656,0.00597637096077227,0.00845169024592834,0.0342855313869733,0.019197611715119,0.0081572030239635,0.00371668413563982,0.0248461876541299,0.0208461148237931,0.00402984460569604,0.010510010895005,0.00275198432298322,0.000299439959443964,0,0.0273447006358792,0.0123315812990685,0.00354079552554324
"28","1",0.0024394438146797,0.000771831360018717,0.00253728908688382,0.0401336757493092,0.0172310651390795,0.00720201318056674,0.0290938982150624,0.0111188785753475,0.00719911350360036,0.0599670048180521,0.00413674810190707,0.0257799239394205,0.00378727982922885,0.00380048329584767,0.0255707232268069,0.024088197790422,0.0158502771930594,0.0444003819480088,0.00421250629123884,0.00490732571025386,0.00404571485011668,0.0101960965180589,0.0472138520341237,0.000385935973643446,0.00467023505053764,0.0127026494722454,0.023771553568322,0.013264876734621,0.0184878198915685,0.0107240622572016,0.00355911979991202,0.00471676899664278,0.017229701687843,0.00934985373853195,0.0143252032497406,0.0244797275385992,0,0.00266881856258991,0.00512437692782615,0.00614944686201387,0.066420369257798,0,0.00382789279695133,0.00932002774754973,0.0282099217655153,0.0127856669875535,0.00203053812607975,0.0039013473992989,0.00407575789904645,0.0100214711218628,0.0206350083524825,0.00668886022886623,0.0556064832704368,0.00447961047397928
"29","1",0.00558926021330006,0,0.000869472619344776,0.0262264486702746,0.0337629517619807,0.00353169522253952,0.0431247979307857,0.00506758522190489,3.65542657368476e-05,0.0477614821986819,0,0.0214769255514238,0.00781923995013436,0.0288310522655798,0.0583656522028471,0.00892670915651369,0.0214468015354899,0.0314345794265651,0.0030100341229525,0.0130814335560606,0.0244189835453975,0.0139387589398716,0.0347115257130431,0.0119554393619233,0.00774697888715785,0.0296603640109929,0.0132697371484586,0.0162526027000385,0.0016780289513291,0.00343966159459539,0.00408392490545696,0.00181114505656704,0.0108994119162567,0.00382717010139624,0.030422936575645,0.0274926775635839,0.0053329289053731,0.00220904183333462,0,0,0.0362163162090927,0.0162810295724209,0,0.00621214201068548,0.0247213670591484,0.0330580724251676,0.0176184751668412,0,0.000143477102998936,0.0116249235727082,0.051358530823254,0.0352927923387585,0.0194899760451684,0
"30","1",0.00799112277523135,0,0.0077819912956318,0.0297455172414192,0.0370177360535773,0.00345980899912016,0.000940304273498843,0.0374487242575602,0.0272611159746804,0.0270155842150756,0.0386315151179822,0.00097522520454343,0.0125514575740642,0.0690458769283614,0.0315516130458597,0.0108422749666512,0.0195948340915689,0,0,0.00126380885917986,0.0331026736475792,0.00174292654122962,0.0525048321546779,0,0.00579799850966547,0.0339001724732235,0.0195459208683828,0.00983362344946438,0.0244305544071573,0.0117563786669385,0.00611817428547195,0.0687914434912291,0.00667063261225452,0.00232242996469887,0,0.028796175848718,0.0123679412471572,0.0190490092182384,0.0195413071860628,0.00538388228109086,0.0572791782438433,0.0167009748257887,0.0103721026904947,0.0144130257383144,0.0151368853082701,0.0145271932830047,0.00484393664898751,0.0162184652747487,0.00629393379250316,0.0537623036208754,0.0282267319308231,0.00792998279315243,0.00180622412182969,0.00842041465833778
"31","1",0.0300119827371867,0.000181725282677372,0.00014949538664013,0.0996478277936489,0.0329118420267357,0,0.0341611811133454,0.0218706778733123,0.0285316175334925,0.0315496220027943,0,0.0164527836127686,0.00914738011710874,0.0118392829537411,0.0518922860194755,0,0.0236501359274909,0.0454525547782081,0.0171944033093145,0.00869367349804014,0.00302940895138815,0.00478996003413874,0.0548848589247856,0.00483457066592037,0.00946572958300144,0.0159198271520607,0.00977396829364206,0.00298657621010087,0.00148211030167461,0.00541872383112989,0.00405835659012157,0.00703026954903269,0.0169738440066608,0.016072697044788,0.0227974565155118,0.0112657248121177,0,0.0122784747107985,0.0226826566629695,0.00924795122673791,0.0826467784241818,0.00379835538788341,0.00624624993576638,0.0168433302729223,0.0385899800048646,0.0106563766526629,0.00561955203382148,0.0010460247598346,0.00227702632728179,0.00412757388108,0.00428840314046535,0.0421967422911741,0.0232233884674785,0.00133293191082419
